title,original_title,year,genre,duration,country,language,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
"L'aereo più pazzo del mondo","Airplane!",1980,1,88,1,1,7.7,208636,3500000,83453539,83453539,78,508,134
"American Gigolo","American Gigolo",1980,3,117,1,4,6.3,21067,4800000,22743674,22743674,57,77,54
"Fai come ti pare","Any Which Way You Can",1980,2,116,1,1,6.2,17116,15000000,70687344,70687344,51,60,33
"Atlantic City","Atlantic City",1980,3,104,2,2,7.3,14719,7200000,12729675,12729675,85,72,54
"Il grande uno rosso","The Big Red One",1980,2,113,1,4,7.1,18356,4500000,7206220,7206823,77,125,65
"Laguna blu","The Blue Lagoon",1980,3,104,1,1,5.8,61645,4500000,58853106,58853106,31,165,45
"The Blues Brothers - I fratelli Blues","The Blues Brothers",1980,3,133,1,1,7.9,178921,27000000,57229890,115229890,60,408,156
"Bronco Billy","Bronco Billy",1980,3,116,1,1,6.1,10653,6500000,24265659,24265659,66,56,33
"Brubaker","Brubaker",1980,2,131,1,1,7.2,15651,9000000,37121708,37121708,54,57,33
"Palla da golf","Caddyshack",1980,2,98,1,1,7.3,102977,6000000,39846344,39846344,48,289,83
"Carny un corpo per due uomini","Carny",1980,1,107,1,1,6.4,1867,5500000,1817720,1817720,68,23,20
"Cruising","Cruising",1980,3,102,2,1,6.5,18376,11000000,19798718,19814523,43,157,130
"Vestito per uccidere","Dressed to Kill",1980,3,104,1,1,7.1,34135,6500000,31899000,31899000,74,233,149
"The Elephant Man","The Elephant Man",1980,2,124,2,2,8.1,214473,5000000,26010864,26020641,78,420,149
"L'Impero colpisce ancora","Star Wars: Episode V - The Empire Strikes Back",1980,3,124,1,1,8.7,1132073,18000000,291286960,549265501,82,1229,228
"The Final Countdown","The Final Countdown",1980,2,103,1,3,6.7,20927,12000000,16647800,16647800,51,171,62
"Flash Gordon","Flash Gordon",1980,3,111,4,1,6.5,49768,20000000,27107960,27153545,58,296,135
"Fog","The Fog",1980,2,89,1,1,6.8,62186,1000000,21448782,21448782,55,390,265
"Venerdì 13","Friday the 13th",1980,3,95,1,1,6.5,115515,550000,39754601,39754601,22,750,194
"Ma che siamo tutti matti?","The Gods Must Be Crazy",1980,2,109,2,3,7.3,51564,5000000,30031783,30031783,73,162,39
"I cancelli del cielo","Heaven's Gate",1980,3,219,1,7,6.8,13386,44000000,3484331,3484523,57,233,137
"Il fattore umano","The Human Factor",1979,3,115,1,1,6.1,1214,5500000,376050,376050,62,21,15
"Il cacciatore di taglie","The Hunter",1980,3,97,1,1,6.4,4843,8000000,16274150,16274150,31,54,15
"Kagemusha - L'ombra del guerriero","Kagemusha",1980,3,180,2,1,8,31273,6000000,4000000,4017462,84,107,76
"I cavalieri dalle lunghe ombre","The Long Riders",1980,3,100,1,2,7,9601,10000000,15795189,15795189,64,98,67
"Motel Hell","Motel Hell",1980,3,101,1,1,6,9561,3000000,6342668,6342668,64,124,173
"The Octagon","The Octagon",1980,3,103,1,1,5.2,4852,4000000,18971000,18971000,48,46,48
"Beniamino agente segreto","Oh Heavenly Dog",1980,3,103,1,1,5.4,2314,6000000,6216067,6216067,41,12,8
"Gente comune","Ordinary People",1980,1,124,1,1,7.7,45733,6000000,54766923,54766923,86,314,71
"Popeye - Braccio di ferro","Popeye",1980,3,114,1,1,5.3,28860,20000000,49823037,49823037,64,209,69
"Soldato Giulia agli ordini","Private Benjamin",1980,2,109,1,1,6.2,23018,10000000,69847348,69847348,59,68,30
"Toro scatenato","Raging Bull",1980,3,129,1,1,8.2,313784,18000000,23383987,23402427,89,593,191
"Taglio di diamanti","Rough Cut",1980,3,112,1,1,5.6,937,14000000,16656125,16656125,58,10,7
"Shining","The Shining",1980,2,146,2,1,8.4,869480,19000000,45332952,46520613,66,1847,360
"Somewhere in Time","Somewhere in Time",1980,3,103,1,1,7.2,26213,5100000,9709597,9709597,29,294,47
"Professione pericolo","The Stunt Man",1980,3,131,1,1,7,8529,3500000,7063886,7063886,77,83,80
"Superman II","Superman II",1980,3,127,3,3,6.8,96447,54000000,108185706,108185706,83,293,140
"I banditi del tempo","Time Bandits",1981,3,116,1,1,7,57106,5000000,42365581,42368025,79,202,150
"La fantastica sfida","Used Cars",1980,1,113,1,1,6.8,13236,8000000,11715321,11715321,68,106,65
"Xanadu","Xanadu",1980,3,96,1,1,5.2,11775,20000000,22762571,22762571,35,325,57
"Diritto di cronaca","Absence of Malice",1981,3,116,1,2,6.9,11650,12000000,40716963,40716963,64,115,27
"Un lupo mannaro americano a Londra","An American Werewolf in London",1981,2,97,2,1,7.5,89519,10000000,30565292,30565292,60,400,248
"Arturo","Arthur",1981,2,97,1,1,6.9,25455,7000000,95461682,95461682,69,132,44
"Blow Out","Blow Out",1981,3,108,1,1,7.4,42985,18000000,12000000,12000000,86,199,123
"Libertà poco vigilata","Bustin' Loose",1981,2,94,1,1,6.1,2741,11000000,31261269,31261269,55,16,5
"La corsa più pazza d'America","The Cannonball Run",1981,3,95,2,4,6.3,32503,18000000,72179579,72179579,28,130,59
"Momenti di gloria","Chariots of Fire",1981,3,125,1,2,7.2,53556,5500000,58972904,59303359,78,243,94
"Scontro di titani","Clash of the Titans",1981,3,118,2,1,6.9,40160,15000000,41092328,41092328,59,208,103
"Conan il barbaro","Conan the Barbarian",1982,3,129,3,1,6.9,135134,20000000,39565475,68851475,43,404,192
"Alla maniera di Cutter","Cutter's Way",1981,3,109,1,1,6.9,4922,3000000,1729274,1752634,70,60,43
"Benedizione mortale","Deadly Blessing",1981,2,100,1,1,5.6,4784,2500000,8279042,8279042,56,73,114
"Il giustiziere della notte 2","Death Wish II",1982,3,89,2,1,6.1,14157,2000000,16100000,16100000,11,144,77
"Il drago del lago di fuoco","Dragonslayer",1981,3,108,2,1,6.7,14686,18000000,14110013,14110013,68,126,75
"...E tu vivrai nel terrore! L'aldilà","...E tu vivrai nel terrore! L'aldilà",1981,1,87,1,1,6.8,19636,400000,123843,123843,38,282,235
"Entity","The Entity",1982,2,125,1,1,6.7,14394,9000000,13277558,13277558,35,145,122
"1997: fuga da New York","Escape from New York",1981,3,99,1,1,7.2,122655,6000000,25244626,25244626,76,343,250
"Excalibur","Excalibur",1981,3,140,2,1,7.4,56299,11000000,34967437,34971136,56,394,113
"Uno scomodo testimone","Eyewitness",1981,3,103,1,1,6,4161,8500000,6400000,6400000,61,38,31
"Conflitto finale","The Final Conflict",1981,1,108,2,1,5.6,18079,5000000,20471382,20471382,34,110,80
"Solo per i tuoi occhi","For Your Eyes Only",1981,3,127,1,3,6.8,89899,28000000,54812802,54812802,54,311,83
"Red e Toby nemiciamici","The Fox and the Hound",1981,3,83,1,1,7.3,82812,12000000,63456988,63456988,65,121,82
"L'assassino ti siede accanto","Friday the 13th Part 2",1981,3,87,1,1,6.1,57078,1250000,21722776,21722776,26,437,165
"La guerra del fuoco","La guerre du feu",1981,3,100,2,2,7.3,20338,12500000,20959585,20962615,79,107,68
"Il signore della morte","Halloween II",1981,1,92,1,1,6.5,72460,2500000,25533818,25533818,40,561,197
"Heavy Metal","Heavy Metal",1981,3,86,1,1,6.7,30879,9300000,546545,546545,51,179,70
"La pazza storia del mondo","History of the World: Part I",1981,3,92,1,3,6.9,45080,11000000,31672907,31672907,47,145,48
"L'ululato","The Howling",1981,1,91,1,2,6.6,30169,1000000,17985893,17985893,68,230,137
"Bolidi nella notte","King of the Mountain",1981,1,90,1,1,5.5,325,2000000,1791147,1791147,48,11,2
"Interceptor - Il guerriero della strada","Mad Max 2",1981,3,96,2,1,7.6,163536,3000000,23667907,23667907,77,355,204
"Gelosissimamente... tuo","Modern Problems",1981,3,93,1,1,5.1,4790,8000000,26154211,26154211,27,50,16
"Mammina cara","Mommie Dearest",1981,2,129,1,1,6.7,14035,5000000,19032261,19032261,55,185,72
"I falchi della notte","Nighthawks",1981,3,99,1,4,6.4,17049,5000000,14905359,19905359,56,139,60
"Atmosfera zero","Outland",1981,3,109,1,1,6.6,26486,16000000,17374595,17374595,48,147,94
"Spiccioli dal cielo","Pennies from Heaven",1981,3,108,1,1,6.5,5122,22000000,9171289,9171289,64,68,45
"Il postino suona sempre due volte","The Postman Always Rings Twice",1981,3,122,2,2,6.6,21153,12000000,12376625,12376625,61,57,41
"Lezioni maliziose","Private Lessons",1981,1,87,1,1,5.2,3252,2800000,26279000,26279000,34,37,20
"I predatori dell'arca perduta","Raiders of the Lost Ark",1981,2,115,1,6,8.4,865510,18000000,248159971,390133212,85,948,258
"Reds","Reds",1981,3,195,1,6,7.3,20383,32000000,40382659,40382659,76,139,60
"Il grande ruggito","Roar",1981,3,102,1,1,6.2,3008,17000000,110048,110048,65,54,72
"Il volto dei potenti","Rollover",1981,3,116,1,1,5.4,1063,16000000,10851261,10851261,36,19,10
"Stripes - Un plotone di svitati","Stripes",1981,2,106,1,3,6.9,63926,10000000,85297000,85297000,68,166,65
"Taps - Squilli di rivolta","Taps",1981,1,126,1,1,6.8,16298,14000000,35856053,35856053,49,62,27
"Tarzan, l'uomo scimmia","Tarzan the Ape Man",1981,2,115,1,1,3.4,5109,6500000,36565280,36565280,24,70,28
"Strade violente","Thief",1981,3,123,1,1,7.4,24314,5500000,11492915,11492915,78,139,127
"Fuga per la vittoria","Victory",1981,3,116,3,3,6.7,27052,10000000,10853418,10853418,57,108,41
"Wolfen - La belva immortale","Wolfen",1981,2,115,1,1,6.3,8873,17000000,10626725,10626725,64,108,106
"48 ore","48 Hrs.",1982,3,96,1,1,6.9,67647,12000000,78868508,78868508,71,141,95
"L'aereo più pazzo del mondo... sempre più pazzo","Airplane II: The Sequel",1982,2,85,1,1,6.2,48055,15000000,27150534,27150534,48,143,25
"Amityville Possession","Amityville II: The Possession",1982,1,104,2,1,5.5,9952,5000000,12534817,12534817,34,154,106
"Annie","Annie",1982,3,126,1,1,6.6,39050,50000000,57059003,57059003,39,147,42
"Kaan principe guerriero","The Beastmaster",1982,3,118,2,1,6.2,20053,8000000,14056528,14056528,18,115,57
"Amici come prima","Best Friends",1982,3,116,1,2,5.5,2538,15000000,36821203,36821203,70,25,11
"Il più bel casino del Texas","The Best Little Whorehouse in Texas",1982,2,114,1,1,6,9622,35000000,69701637,69701637,40,56,16
"Blade Runner","Blade Runner",1982,3,117,1,6,8.1,677998,28000000,32868943,41492614,84,1558,257
"Frontiera","The Border",1982,2,108,1,2,6.4,5793,22000000,6118683,6118683,66,48,33
"Cannery Row","Cannery Row",1982,3,120,1,1,6.7,3326,11300000,5301539,5301539,52,56,11
"Il bacio della pantera","Cat People",1982,3,118,1,1,6.2,18878,18000000,7000000,7000000,62,130,142
"Creepshow","Creepshow",1982,3,120,1,1,6.9,41102,8000000,21028755,21028755,59,235,178
"Dark Crystal","The Dark Crystal",1982,3,93,2,1,7.2,60913,15000000,41613957,41630431,66,277,119
"Il mistero del cadavere scomparso","Dead Men Don't Wear Plaid",1982,3,88,1,1,6.9,20030,9000000,18196170,18196170,67,118,45
"A cena con gli amici","Diner",1982,2,110,1,1,7.1,18232,5000000,14099953,14099953,82,94,50
"E.T. - L'extra-terrestre","E.T. the Extra-Terrestrial",1982,2,115,1,1,7.8,362758,10500000,435110554,793482178,91,612,255
"La casa","The Evil Dead",1981,1,85,1,1,7.5,182354,350000,2400000,2893091,71,845,359
"Delitto sotto il sole","Evil Under the Sun",1982,3,117,1,3,7.1,13842,10000000,6110000,6110566,61,99,33
"Fanny & Alexander","Fanny och Alexander",1982,1,188,3,5,8.1,56257,6000000,6783304,6795771,100,143,101
"Fuori di testa","Fast Times at Ridgemont High",1982,2,90,1,1,7.2,90936,4500000,27092880,27092880,61,279,138
"Firefox - Volpe di fuoco","Firefox",1982,3,136,1,2,6,24666,18000000,46708276,46708276,44,110,51
"Rambo","First Blood",1982,2,93,1,1,7.7,221509,15000000,47212904,125212904,61,473,199
"Week-end di terrore","Friday the 13th Part III",1982,2,95,1,1,5.7,45951,2300000,36690067,36690067,30,420,266
"Gandhi","Gandhi",1982,3,191,2,1,8,215222,22000000,52767889,52767889,79,300,108
"Grease 2","Grease 2",1982,3,115,1,1,4.4,32178,13200000,15171476,15171476,52,312,34
"Honkytonk Man","Honkytonk Man",1982,3,122,1,1,6.6,7839,2000000,4484991,4484991,50,35,19
"L'ultimo unicorno","The Last Unicorn",1982,3,92,5,2,7.5,23902,3500000,6455330,6455330,70,170,50
"Cercando di uscire","Lookin' to Get Out",1982,1,105,1,1,5.2,654,17000000,946461,946461,44,18,22
"L'uomo del fiume nevoso","The Man from Snowy River",1982,3,102,1,1,7.3,7816,3500000,20659423,20659423,63,68,21
"Missing - Scomparso","Missing",1982,3,122,2,3,7.7,18117,9500000,14000000,14000000,78,104,75
"Ufficiale e gentiluomo","An Officer and a Gentleman",1982,2,124,1,2,7,48093,7500000,129795554,129795554,75,144,50
"Un sogno lungo un giorno","One from the Heart",1981,3,107,1,2,6.5,5265,26000000,636796,636796,57,85,61
"Due donne in gara","Personal Best",1982,2,124,1,1,6.3,2437,16000000,5672311,5672311,71,31,17
"Pink Floyd: The Wall","Pink Floyd: The Wall",1982,3,95,1,1,8.1,74761,12000000,22244207,22258911,47,291,68
"Poltergeist - Demoniache presenze","Poltergeist",1982,2,114,1,1,7.3,139180,10700000,77142388,77142388,79,401,253
"Porky's - Questi pazzi pazzi porcelloni!","Porky's",1981,1,94,2,1,6.2,37264,2500000,111289673,111289673,40,179,86
"Rocky III","Rocky III",1982,2,99,2,1,6.8,169852,17000000,125049125,125049125,57,243,90
"Brisby e il segreto di Nimh","The Secret of NIMH",1982,3,82,1,1,7.6,35484,7000000,14665733,14665733,76,172,56
"Spara alla luna","Shoot the Moon",1982,1,124,1,1,6.9,2426,12000000,9217530,9217530,68,34,25
"Terrore in città","Silent Rage",1982,3,103,1,1,5.5,4928,4500000,10490791,10490791,31,77,69
"La scelta di Sophie","Sophie's Choice",1982,2,150,2,5,7.6,40808,12000000,30036000,30036000,68,170,41
"Star Trek II - L'ira di Khan","Star Trek II: The Wrath of Khan",1982,3,113,1,1,7.7,110769,11200000,78912963,78912963,67,401,112
"Una lama nel buio","Still of the Night",1982,3,93,1,1,6.1,4057,10000000,5979947,5979947,43,55,26
"La cosa","The Thing",1982,3,109,1,2,8.1,360147,15000000,19629760,19629760,57,1108,343
"Things Are Tough All Over","Things Are Tough All Over",1982,2,90,1,2,6,3022,7000000,21134374,21134374,40,13,5
"Tootsie","Tootsie",1982,3,116,1,1,7.4,96041,21000000,177200000,177200000,88,247,92
"Giocattolo a ore","The Toy",1982,1,102,1,2,5.9,11000,17000000,47118057,47118057,16,45,13
"Sulle orme della pantera rosa","Trail of the Pink Panther",1982,3,96,2,1,5,9420,6000000,9056073,9056073,43,66,30
"Tron","TRON",1982,3,96,1,1,6.8,111532,17000000,33000000,33000000,58,303,165
"Il verdetto","The Verdict",1982,1,129,1,1,7.7,35076,16000000,53977250,53993738,77,183,90
"Il mondo secondo Garp","The World According to Garp",1982,2,136,1,1,7.2,24527,17000000,29712172,29712172,63,96,31
"10 minuti a mezzanotte","10 to Midnight",1983,3,101,1,1,6.3,6488,4520000,7175592,7175592,12,87,65
"Il ribelle","All the Right Moves",1983,3,91,1,1,5.9,15312,5600000,17233166,17233166,62,61,26
"Amityville III","Amityville 3-D",1983,1,105,2,1,4.1,5618,6000000,6333135,6333135,28,96,87
"Il grande freddo","The Big Chill",1983,2,105,1,1,7.2,32192,8000000,56399659,56399659,61,206,65
"Tuono blu","Blue Thunder",1983,3,109,1,1,6.4,16857,22000000,42313354,42313354,66,90,79
"Brainstorm - Generazione elettronica","Brainstorm",1983,2,106,1,1,6.5,10683,15000000,10219460,10219460,57,92,44
"Christine - La macchina infernale","Christine",1983,2,110,1,1,6.7,69722,9700000,21017849,21017849,57,289,179
"Una storia di Natale","A Christmas Story",1983,2,94,2,1,7.9,127692,3300000,20605209,20618717,77,511,124
"Cujo","Cujo",1983,2,93,1,1,6.1,38487,5000000,21156152,21156152,57,188,131
"Pantera rosa - Il mistero Clouseau","Curse of the Pink Panther",1983,3,109,2,1,4.4,5432,11000000,4491986,4491986,31,47,24
"D.C. Cab","D.C. Cab",1983,2,100,1,1,5.6,4273,8000000,16134627,16134627,46,34,23
"La zona morta","The Dead Zone",1983,3,103,1,2,7.2,60037,10000000,20766616,20766616,69,230,97
"Fire and Ice - Fuoco e ghiaccio","Fire and Ice",1983,3,81,1,1,6.6,9322,1200000,760883,760883,45,72,60
"Flashdance","Flashdance",1983,3,95,1,1,6.2,46644,4000000,92921203,92921203,39,156,61
"Gorky Park","Gorky Park",1983,3,128,1,1,6.8,12380,15000000,15856028,15856028,60,74,33
"Halloween III - Il signore della notte","Halloween III: Season of the Witch",1982,3,98,1,1,4.9,41933,2500000,14400000,14400000,50,679,213
"Avventurieri ai confini del mondo","High Road to China",1983,3,105,3,2,6.1,4833,19000000,28445927,28445927,42,65,12
"Lo squalo 3","Jaws 3-D",1983,3,99,1,1,3.7,39012,20500000,45517055,87987055,27,317,90
"La fortezza","The Keep",1983,3,96,1,1,5.8,10567,11000000,4218594,4218594,34,186,92
"Re per una notte","The King of Comedy",1982,3,109,1,1,7.8,84308,20000000,2536242,2536242,73,296,111
"Krull","Krull",1983,3,116,1,1,6.1,29740,47000000,16916617,16916617,45,209,94
"Una magnum per McQuade","Lone Wolf McQuade",1983,3,107,1,2,6.4,10666,5000000,12232628,12232628,65,80,43
"Un week end da leone","Losin' It",1983,2,100,2,1,4.9,3989,7000000,1246141,1246141,51,20,12
"National Lampoon's Vacation","National Lampoon's Vacation",1983,2,98,1,1,7.4,94090,15000000,61399552,61399552,55,206,71
"Mai dire mai","Never Say Never Again",1983,3,134,3,4,6.2,59855,36000000,55432841,55432841,68,246,81
"Nightmares - Incubi","Nightmares",1983,2,99,1,1,5.8,2850,6000000,6670680,6670680,39,42,51
"Octopussy - Operazione piovra","Octopussy",1983,3,131,1,5,6.6,93025,27500000,67893619,67893619,63,272,93
"Di origine sconosciuta","Of Unknown Origin",1983,2,89,2,1,6.1,2718,4000000,1080470,1080470,51,48,52
"I ragazzi della 56ª strada","The Outsiders",1983,2,91,2,1,7.1,73469,10000000,25697647,25697647,41,361,43
"Porky's II - Il giorno dopo","Porky's II: The Next Day",1983,1,98,2,1,5.1,10675,6500000,33759266,33759266,38,59,28
"American College","Private School",1983,2,89,1,1,5.3,5726,3500000,14049540,14049540,25,65,23
"Psycho II","Psycho II",1983,3,113,2,1,6.5,23355,5000000,34725000,34725000,54,239,126
"Il ritorno dello Jedi","Star Wars: Episode VI - Return of the Jedi",1983,3,131,1,1,8.3,928036,32500000,309306177,475347111,58,839,202
"Ninja la furia umana","Revenge of the Ninja",1983,3,90,1,1,6.2,4330,700000,13168027,13168027,32,57,65
"Uomini veri","The Right Stuff",1983,3,193,1,2,7.8,54959,27000000,21192102,21192102,91,194,75
"Risky Business - Fuori i vecchi... i figli ballano","Risky Business",1983,3,99,1,2,6.8,79137,6200000,63541777,63541777,75,195,69
"Rusty il selvaggio","Rumble Fish",1983,3,94,1,1,7.2,31122,10000000,2494480,2494480,63,137,82
"Scarface","Scarface",1983,2,170,1,2,8.3,721343,25000000,45408703,66023585,65,1051,177
"Accademia di rompipalle","Screwballs",1983,1,82,1,1,4.7,2797,800000,2082215,2082215,34,35,41
"Silkwood","Silkwood",1983,3,131,1,1,7.2,17878,10000000,35615609,35615609,64,90,40
"Staying Alive","Staying Alive",1983,3,93,1,1,4.7,14280,22000000,64892670,64892670,23,124,24
"La strana voglia","The Adventures of Bob & Doug McKenzie: Strange Brew",1983,3,90,2,1,6.7,15412,4000000,8571374,8571374,50,117,25
"Coraggio... fatti ammazzare","Sudden Impact",1983,3,117,1,1,6.7,39855,22000000,67642693,67642693,52,153,77
"Superman III","Superman III",1983,3,125,2,3,5,63179,39000000,59950623,59950623,44,262,119
"Voglia di tenerezza","Terms of Endearment",1983,2,132,1,1,7.4,53767,8000000,108423489,108423489,79,207,59
"Essere o non essere","To Be or Not to Be",1983,3,107,1,2,6.9,10034,9000000,13030214,13030214,61,40,32
"Una poltrona per due","Trading Places",1983,1,116,1,1,7.5,131836,15000000,90404800,90404800,69,195,92
"Ai confini della realtà","Twilight Zone: The Movie",1983,2,101,1,4,6.5,32370,10000000,29450919,29450919,44,144,92
"Fratelli nella notte","Uncommon Valor",1983,3,105,1,1,6.4,8835,14500000,30503151,30503151,38,56,15
"La ragazza di San Diego","Valley Girl",1983,2,99,1,1,6.4,12965,350000,17343596,17343596,66,88,57
"Videodrome","Videodrome",1983,3,87,1,1,7.2,81322,5952000,2120439,2120439,60,263,184
"Wargames - Giochi di guerra","WarGames",1983,3,114,1,1,7.1,88505,12000000,79567667,79567667,77,192,84
"Un anno vissuto pericolosamente","The Year of Living Dangerously",1982,3,115,2,4,7.1,19000,13000000,10278575,10278575,65,112,35
